"Table S2. Feature ranking from tree model-based feature importance scores with pangenome feature sets for
group_2121,50,6723,6754,6722,6755,6743.67,Doxycycline,gradient boosting,RASTtk
group_5976,3,20481,12,7,20471,6830,Doxycycline,gradient boosting,RASTtk
group_13100,33,38,24060,16,11,8029,Doxycycline,gradient boosting,RASTtk
group_1108,7,7916,7894,7934,8271,8033,Doxycycline,gradient boosting,RASTtk
group_25172,38,42,50,14827,14795,9890.67,Doxycycline,gradient boosting,RASTtk
group_22948,22,137,25,24,30353,10134,Doxycycline,gradient boosting,RASTtk
ABC-F type ribosomal protection protein > OptrA,39,7,22,30926,7,10318.33,Doxycycline,gradient boosting,RASTtk
group_6118,15,8,31055,53,95,10401,Doxycycline,gradient boosting,RASTtk
group_17805,9,22,6,45,33375,11142,Doxycycline,gradient boosting,RASTtk
group_8582,17,27,34364,26,46,11478.67,Doxycycline,gradient boosting,RASTtk
group_3671,47,20495,20492,9,20470,13657,Doxycycline,gradient boosting,RASTtk
group_9448,25,20737,16,20693,20726,13811.67,Doxycycline,gradient boosting,RASTtk
group_12894,42,26980,27001,137,27033,18057,Doxycycline,gradient boosting,RASTtk
group_12089,46,18123,18113,18146,18112,18123.67,Doxycycline,gradient boosting,RASTtk
ComF operon protein C,49,53,19073,19085,19069,19075.67,Doxycycline,gradient boosting,RASTtk
group_32197,10,46,18,28697,28669,19128,Doxycycline,gradient boosting,RASTtk
FIG00627485: hypothetical protein,41,19420,19410,19467,19408,19428.33,Doxycycline,gradient boosting,RASTtk
group_11679,16,30872,30868,30892,8,20589.33,Doxycycline,gradient boosting,RASTtk
"Uncharacterized membrane spanning protein, contains VanZ-like domain",45,24422,24420,24421,24418,24419.67,Doxycycline,gradient boosting,RASTtk
group_6027,35,26399,26319,26414,26314,26349,Doxycycline,gradient boosting,RASTtk
group_4071,6,26378,26367,26394,26363,26374.67,Doxycycline,gradient boosting,RASTtk
group_29179,27,28078,28066,28143,28061,28090,Doxycycline,gradient boosting,RASTtk
group_6006,48,50,28816,28635,28811,28754,Doxycycline,gradient boosting,RASTtk
group_24340,2,34468,34461,34417,34457,34445,Doxycycline,gradient boosting,RASTtk
conjugal transfer protein,1,2,5,1,1,2.33,Doxycycline,random forest,Bakta
virB4,5,7,7,2,2,3.67,Doxycycline,random forest,Bakta
group_7416,2,6,3,3,8,4.67,Doxycycline,random forest,Bakta
nlpC,3,3,2,10,5,5.67,Doxycycline,random forest,Bakta
antirestriction protein ArdA,7,9,9,4,4,5.67,Doxycycline,random forest,Bakta
group_8988,4,5,10,5,3,6,Doxycycline,random forest,Bakta
Lmo1109 protein,13,10,1,7,10,6,Doxycycline,random forest,Bakta
nicK,6,1,6,6,7,6.33,Doxycycline,random forest,Bakta
Conjugative transposon protein,8,19,4,8,11,7.67,Doxycycline,random forest,Bakta
YdcP family protein,9,4,8,9,6,7.67,Doxycycline,random forest,Bakta
group_15520,19,13,11,11,9,10.33,Doxycycline,random forest,Bakta
tet(L),17,17,12,16,15,14.33,Doxycycline,random forest,Bakta
xis,15,11,13,23,12,16,Doxycycline,random forest,Bakta
group_11348,12,14,15,15,20,16.67,Doxycycline,random forest,Bakta
int,16,12,18,14,18,16.67,Doxycycline,random forest,Bakta
erm(B),22,18,17,12,21,16.67,Doxycycline,random forest,Bakta
group_11349,14,21,24,13,14,17,Doxycycline,random forest,Bakta
group_1401,24,24,14,19,19,17.33,Doxycycline,random forest,Bakta
tet(M),10,16,20,17,16,17.67,Doxycycline,random forest,Bakta
pre,18,20,16,18,22,18.67,Doxycycline,random forest,Bakta
tetracycline resistance determinant leader peptide,11,8,25,20,13,19.33,Doxycycline,random forest,Bakta
group_8991,20,15,19,24,17,20,Doxycycline,random forest,Bakta
group_5316,30,40,30,26,24,26.67,Doxycycline,random forest,Bakta
Antitoxin epsilon,25,31,40,30,30,33.33,Doxycycline,random forest,Bakta
group_12045,34,48,35,40,26,33.67,Doxycycline,random forest,Bakta
ermC,21,25,26,54,23,34.33,Doxycycline,random forest,Bakta
"cobyrinic acid a,c-diamide synthase",26,88,22,33,52,35.67,Doxycycline,random forest,Bakta
group_2408,23,22,45,25,50,40,Doxycycline,random forest,Bakta
group_1164,27,44,46,29,60,45,Doxycycline,random forest,Bakta
group_16087,35,60,80,45,29,51.33,Doxycycline,random forest,Bakta
mazE,41,73,97,37,40,58,Doxycycline,random forest,Bakta
group_8580,28,110,69,27,79,58.33,Doxycycline,random forest,Bakta
EF0062,36,51,58,63,70,63.67,Doxycycline,random forest,Bakta
osmoprotectant,29,74,48,89,95,77.33,Doxycycline,random forest,Bakta
yncB,33,30,79,134,36,83,Doxycycline,random forest,Bakta
group_3595,32,4930,34,59,164,85.67,Doxycycline,random forest,Bakta
Cation:proton antiporter,43,41,57,157,127,113.67,Doxycycline,random forest,Bakta
IS110 family transposase,38,47,74,292,44,136.67,Doxycycline,random forest,Bakta
group_463,37,28,28,78,306,137.33,Doxycycline,random forest,Bakta
group_10025,31,409,177,232,71,160,Doxycycline,random forest,Bakta
group_6004,42,357,331,239,107,225.67,Doxycycline,random forest,Bakta
group_1366,50,2660,377,114,316,269,Doxycycline,random forest,Bakta
group_7675,39,70,61,144,626,277,Doxycycline,random forest,Bakta
GramPos-pilinD1 domain-containing protein,45,206,405,46,654,368.33,Doxycycline,random forest,Bakta
group_7997,48,114,160,424,853,479,Doxycycline,random forest,Bakta
group_10866,46,377,613,1340,481,811.33,Doxycycline,random forest,Bakta
group_10004,47,140,155,1003,1599,919,Doxycycline,random forest,Bakta
group_1917,44,393,3851,200,117,1389.33,Doxycycline,random forest,Bakta
group_10049,49,273,4714,31,122,1622.33,Doxycycline,random forest,Bakta
immA,40,18496,168,7293,128,2529.67,Doxycycline,random forest,Bakta
